flag,filename,malware,ip,long_domain,port,blank_href 
n,002587,0,0,0,1,13
n,002588,0,0,0,1,6
n,002589,0,0,0,1,5
n,002590,0,0,0,1,0
p,002591,0,0,0,1,0
n,002592,0,0,0,1,5
n,002593,0,0,0,1,0
n,002594,0,0,0,1,0
n,002595,0,0,0,1,0
n,002596,0,0,0,1,0
n,002597,1,0,0,1,0
n,002598,0,0,0,1,0
d,002599,0,0,0,1,0
n,002600,0,0,0,1,2
n,002601,0,0,0,1,0
n,002602,1,0,0,1,1
n,002603,0,0,0,1,0
n,002604,0,0,0,1,0
n,002605,0,0,0,1,0
n,002606,0,0,0,1,1
n,002607,0,0,0,1,0
n,002608,0,0,0,1,33
n,002609,0,0,0,1,0
n,002610,0,0,0,1,0
n,002611,0,0,0,1,0
n,002612,0,0,0,1,1
n,002613,0,0,0,1,28
n,002614,0,0,0,1,9
n,002615,0,0,0,1,0
n,002616,0,0,0,1,0
d,002617,0,0,0,1,0
n,002618,0,0,0,1,0
n,002619,0,0,0,1,1
n,002620,0,0,0,1,0
n,002621,0,0,0,1,6
n,002622,0,0,0,1,0
n,002623,0,0,0,1,6
n,002624,0,0,0,1,0
n,002625,0,0,0,1,0
n,002626,0,0,0,1,0
n,002627,0,0,0,1,0
n,002628,0,0,0,1,5
n,002629,0,0,0,1,2
n,002630,0,0,0,1,2
n,002631,0,0,0,1,1
n,002632,0,0,0,1,4
n,002633,0,0,0,1,1
n,002634,0,0,0,1,1
n,002635,0,0,0,1,0
n,002636,0,0,0,1,0
n,002637,0,0,0,1,0
n,002638,0,0,0,1,0
n,002639,0,0,0,1,0
n,002640,0,0,0,1,1
n,002641,0,0,0,1,0
n,002642,0,0,0,1,26
n,002643,0,0,0,1,3
n,002644,0,0,0,1,0
n,002645,0,0,0,1,2
n,002646,0,0,0,1,0
n,002647,0,0,0,1,0
n,002648,0,0,0,1,0
n,002649,0,0,0,1,3
n,002650,0,0,0,1,0
n,002651,0,0,0,1,5
n,002652,0,0,0,1,37
n,002653,0,0,0,1,35
n,002654,0,0,0,1,0
n,002655,0,0,0,1,0
n,002656,0,0,0,1,0
n,002657,1,0,0,1,0
n,002658,0,0,0,1,0
n,002659,0,0,0,1,0
n,002660,0,0,0,1,36
n,002661,0,0,0,1,0
n,002662,0,0,0,1,0
n,002663,0,0,0,1,0
n,002664,0,0,0,1,5
n,002665,0,0,0,1,1
n,002666,0,0,0,1,1
n,002667,0,0,0,1,0
n,002668,0,0,0,1,1
n,002669,0,0,0,1,0
n,002670,0,0,0,1,5
n,002671,0,0,0,1,0
n,002672,0,0,0,1,0
n,002673,0,0,0,1,0
n,002674,0,0,0,1,0
n,002675,0,0,0,1,1
n,002676,0,0,0,1,0
n,002677,0,0,0,1,2
n,002678,0,0,0,1,0
n,002679,0,0,0,1,0
n,002680,0,0,0,1,0
n,002681,0,0,0,1,0
n,002682,0,0,0,1,3
n,002683,0,0,0,1,0
n,002684,0,0,0,1,0
n,002685,0,0,0,1,6
n,002686,0,0,0,1,0
n,002687,0,0,0,1,0
n,002688,1,0,0,1,9
n,002689,0,0,0,1,2
n,002690,0,0,0,1,0
n,002691,0,0,0,1,0
n,002692,0,0,0,1,11
n,002693,0,0,0,1,1
n,002694,0,0,0,1,0
n,002695,0,0,0,1,0
n,002696,0,0,0,1,2
n,002697,0,0,0,1,0
n,002698,0,0,0,1,0
n,002699,0,0,0,1,7
n,002700,0,0,0,1,0
n,002701,0,0,0,1,0
d,002702,0,0,0,1,0
n,002703,0,0,0,1,7
n,002704,0,0,0,1,0
n,002705,0,0,0,1,0
n,002706,0,0,1,1,2
n,002707,0,0,0,1,0
n,002708,0,0,0,1,1
n,002709,0,0,0,1,0
n,002710,0,0,0,1,1
n,002711,0,0,0,1,12
n,002712,0,0,0,1,25
n,002713,0,0,0,1,0
n,002714,0,0,0,1,0
n,002715,0,0,0,1,1
n,002716,0,0,0,1,0
n,002717,0,0,0,1,0
n,002718,0,0,0,1,2
n,002719,0,0,0,1,0
n,002720,0,0,0,1,13
n,002721,0,0,0,1,0
n,002722,0,0,0,1,0
n,002723,0,0,0,1,6
n,002724,0,0,0,1,0
n,002725,0,0,0,1,0
n,002726,0,0,0,1,0
n,002727,0,0,0,1,4
n,002728,0,0,0,1,0
n,002729,0,0,0,1,0
n,002730,0,0,0,1,0
n,002731,0,0,1,1,0
n,002732,0,0,0,1,1
n,002733,0,0,0,1,0
n,002734,0,0,0,1,3
n,002735,0,0,0,1,3
n,002736,0,0,0,1,0
n,002737,0,0,0,1,0
n,002738,0,0,0,1,0
n,002739,0,0,0,1,1
d,002740,0,0,0,1,21
n,002741,0,0,0,1,0
n,002742,0,0,0,1,1
n,002743,0,0,0,1,0
n,002744,0,0,0,1,0
n,002745,0,0,0,1,6
n,002746,0,0,0,1,0
n,002747,0,0,0,1,3
n,002748,0,0,0,1,0
n,002749,0,0,0,1,1
n,002750,0,0,0,1,16
n,002751,0,0,0,1,0
n,002752,0,0,0,1,0
n,002753,0,0,0,1,5
n,002754,0,0,0,1,0
n,002755,1,0,0,1,4
n,002756,0,0,0,1,26
n,002757,0,0,0,1,0
n,002758,0,0,0,1,0
n,002759,0,0,0,1,0
p,002760,0,0,0,1,0
n,002761,0,0,0,1,2
n,002762,0,0,0,1,0
n,002763,0,0,0,1,11
n,002764,0,0,0,1,12
n,002765,0,0,0,1,2
n,002766,0,0,0,1,6
n,002767,0,0,0,1,6
n,002768,0,0,0,1,161
n,002769,0,0,0,1,0
n,002770,0,0,0,1,0
n,002771,0,0,0,1,0
n,002772,0,0,0,1,2
n,002773,0,0,1,1,5
d,002774,0,0,1,1,0
n,002775,0,0,0,1,14
n,002776,0,0,0,1,0
n,002777,0,0,0,1,0
n,002778,0,0,0,1,2
n,002779,0,0,0,1,0
n,002780,0,0,0,1,0
n,002781,0,0,0,1,0
n,002782,0,0,0,1,0
n,002783,0,0,0,1,0
n,002784,0,0,0,1,2
n,002785,0,0,0,1,0
n,002786,0,0,0,1,2
n,002787,0,0,0,1,0
n,002788,0,0,0,1,2
n,002789,0,0,0,1,10
n,002790,0,0,0,1,22
n,002791,0,0,0,1,9
n,002792,0,0,0,1,0
n,002793,0,0,0,1,2
n,002794,0,0,0,1,0
n,002795,0,0,0,1,0
n,002796,0,0,0,1,1
n,002797,0,0,0,1,11
n,002798,0,0,0,1,0
n,002799,0,0,0,1,8
n,002800,0,0,0,1,2
n,002801,0,0,0,1,0
d,002802,0,0,0,1,0
n,002803,0,0,0,1,0
n,002804,0,0,0,1,1
n,002805,0,0,0,1,1
n,002806,0,0,0,1,0
n,002807,1,0,0,1,0
n,002808,0,0,0,1,0
n,002809,0,0,0,1,39
n,002810,0,0,0,1,0
n,002811,0,0,0,1,0
n,002812,0,0,0,1,1
n,002813,0,0,0,1,4
n,002814,0,0,0,1,1
n,002815,0,0,0,1,0
n,002816,1,0,0,1,0
n,002817,0,0,0,1,0
n,002818,0,0,0,1,0
n,002819,0,0,0,1,0
n,002820,0,0,0,1,0
n,002821,0,0,0,1,2
n,002822,0,0,0,1,1
n,002823,0,0,0,1,0
n,002824,0,0,0,1,0
n,002825,0,0,0,1,2
n,002826,0,0,0,1,0
n,002827,0,0,0,1,0
n,002828,0,0,0,1,0
n,002829,0,0,0,1,0
n,002830,0,0,0,1,21
n,002831,0,0,0,1,1
n,002832,0,0,1,1,0
n,002833,0,0,0,1,1
n,002834,0,0,0,1,0
n,002835,0,0,0,1,0
n,002836,0,0,0,1,0
n,002837,0,0,0,1,0
n,002838,0,0,0,1,19
n,002839,0,0,0,1,0
n,002840,0,0,0,1,0
n,002841,1,0,0,1,0
n,002842,0,0,0,1,0
n,002843,0,0,0,1,0
n,002844,0,0,0,1,1
n,002845,0,0,0,1,0
n,002846,0,0,0,1,1
n,002847,0,0,0,1,5
n,002848,0,0,0,1,1
n,002849,0,0,0,1,8
n,002850,0,0,0,1,0
n,002851,0,0,0,1,25
n,002852,0,0,0,1,1
n,002853,0,0,0,1,0
n,002854,0,0,0,1,0
n,002855,2,0,0,1,0
n,002856,0,0,0,1,0
n,002857,0,0,0,1,9
n,002858,0,0,0,1,2
n,002859,0,0,0,1,0
n,002860,0,0,0,1,1
n,002861,0,0,0,1,3
n,002862,0,0,0,1,6
n,002863,0,0,0,1,3
n,002864,0,0,0,1,2
n,002865,0,0,0,1,0
n,002866,0,0,0,1,0
n,002867,0,0,0,1,0
n,002868,0,0,0,1,7
n,002869,0,0,0,1,0
n,002870,1,0,0,1,0
n,002871,0,0,0,1,24
n,002872,0,0,0,1,23
n,002873,0,0,0,1,0
n,002874,0,0,0,1,0
n,002875,0,0,0,1,0
n,002876,0,0,0,1,0
n,002877,0,0,0,1,0
n,002878,0,0,0,1,0
d,002879,1,0,0,1,0
n,002880,0,0,0,1,0
n,002881,0,0,0,1,1
n,002882,0,0,0,1,2
n,002883,0,0,0,1,0
n,002884,0,0,0,1,0
n,002885,2,0,0,1,1
n,002886,0,0,0,1,11
n,002887,0,0,0,1,3
n,002888,0,0,0,1,0
n,002889,0,0,0,1,0
n,002890,0,0,0,1,0
n,002891,0,0,0,1,12
n,002892,0,0,0,1,7
n,002893,0,0,0,1,0
n,002894,0,0,0,1,1
n,002895,0,0,0,1,0
n,002896,0,0,0,1,7
n,002897,0,0,0,1,1
n,002898,0,0,0,1,8
n,002899,0,0,0,1,0
n,002900,0,0,0,1,18
n,002901,0,0,0,1,0
n,002902,0,0,0,1,30
n,002903,0,0,0,1,0
n,002904,0,0,0,1,0
n,002905,6,0,0,1,6
n,002906,0,0,0,1,0
n,002907,0,0,0,1,1
n,002908,0,0,0,1,1
n,002909,0,0,0,1,3
n,002910,0,0,0,1,0
n,002911,0,0,0,1,12
n,002912,0,0,0,1,0
n,002913,0,0,0,1,0
n,002914,0,0,0,1,13
n,002915,0,0,0,1,1
n,002916,0,0,0,1,4
n,002917,0,0,0,1,17
n,002918,0,0,0,1,4
n,002919,0,0,0,1,9
n,002920,0,0,0,1,0
n,002921,0,0,0,1,0
n,002922,0,0,0,1,0
d,002923,3,0,0,1,0
n,002924,2,0,0,1,0
n,002925,0,0,0,1,2
n,002926,0,0,0,1,0
n,002927,0,0,0,1,1
n,002928,0,0,0,1,2
n,002929,0,0,0,1,0
n,002930,0,0,0,1,0
n,002931,0,0,0,1,0
n,002932,0,0,0,1,0
n,002933,0,0,0,1,6
n,002934,0,0,0,1,0
n,002935,0,0,0,1,0
n,002936,0,0,0,1,0
n,002937,0,0,0,1,0
n,002938,0,0,0,1,0
n,002939,0,0,0,1,9
n,002940,0,0,0,1,0
n,002941,0,0,0,1,0
n,002942,0,0,0,1,0
n,002943,2,0,0,1,0
n,002944,0,0,0,1,0
n,002945,0,0,0,1,0
n,002946,0,0,0,1,1
n,002947,0,0,0,1,2
n,002948,1,0,0,1,0
n,002949,0,0,0,1,0
n,002950,0,0,0,1,0
n,002951,0,0,0,1,0
n,002952,0,0,0,1,1
n,002953,0,0,0,1,0
n,002954,0,0,0,1,13
n,002955,0,0,0,1,1
n,002956,0,0,0,1,6
n,002957,0,0,0,1,0
n,002958,0,0,0,1,0
n,002959,0,0,0,1,0
n,002960,0,0,0,1,0
n,002961,0,0,0,1,0
n,002962,0,0,0,1,0
n,002963,0,0,0,1,0
n,002964,0,0,0,1,0
p,002965,0,1,0,1,0
n,002966,0,0,0,1,0
n,002967,0,0,0,1,1
n,002968,0,0,0,1,6
n,002969,0,0,0,1,0
n,002970,0,0,0,1,1
n,002971,0,0,0,1,0
n,002972,0,0,0,1,0
n,002973,1,0,0,1,1
n,002974,0,0,0,1,1
n,002975,1,0,0,1,0
n,002976,0,0,0,1,0
n,002977,0,0,0,1,13
n,002978,0,0,0,1,58
n,002979,0,0,0,1,0
n,002980,0,0,0,1,15
n,002981,0,0,0,1,0
n,002982,0,0,0,1,15
n,002983,0,0,0,1,0
n,002984,1,0,0,1,3
n,002985,0,0,0,1,0
n,002986,0,0,0,1,17
n,002987,0,0,0,1,0
n,002988,0,0,0,1,0
n,002989,0,0,0,1,0
n,002990,0,0,0,1,4
n,002991,0,0,0,1,1
n,002992,0,0,0,1,0
n,002993,0,0,0,1,0
n,002994,0,0,0,1,2
n,002995,0,0,0,1,0
n,002996,0,0,0,1,0
n,002997,0,0,0,1,3
n,002998,0,0,0,1,0
n,002999,0,0,0,1,0
n,003000,0,0,0,1,1
n,003001,0,0,0,1,0
n,003002,0,0,0,1,0
n,003003,0,0,0,1,0
n,003004,0,0,0,1,0
n,003005,0,0,0,1,5
n,003006,0,0,0,1,7
n,003007,0,0,0,1,0
n,003008,0,0,0,1,0
n,003009,0,0,0,1,0
n,003010,0,0,0,1,1
n,003011,0,0,0,1,0
n,003012,0,0,0,1,23
n,003013,0,0,0,1,2
n,003014,0,0,0,1,0
n,003015,0,0,0,1,0
n,003016,0,0,0,1,0
n,003017,0,0,0,1,2
n,003018,0,0,0,1,1
n,003019,0,0,0,1,0
n,003020,0,0,0,1,9
n,003021,0,0,0,1,0
n,003022,0,0,0,1,0
n,003023,0,0,0,1,0
n,003024,0,0,0,1,1
n,003025,0,0,0,1,0
n,003026,0,0,0,1,0
n,003027,5,0,0,1,1
n,003028,0,0,0,1,0
n,003029,0,0,0,1,0
n,003030,0,0,0,1,1
n,003031,0,0,0,1,0
n,003032,0,0,0,1,3
n,003033,0,0,0,1,7
n,003034,0,0,0,1,0
n,003035,0,0,0,1,3
n,003036,0,0,0,1,0
n,003037,0,0,0,1,0
n,003038,0,0,0,1,0
n,003039,0,0,0,1,4
n,003040,0,0,0,1,1
n,003041,0,0,0,1,17
n,003042,0,0,0,1,20
n,003043,0,0,0,1,1
n,003044,0,0,0,1,6
n,003045,0,0,0,1,19
n,003046,0,0,0,1,3
n,003047,0,0,0,1,0
n,003048,0,0,0,1,0
n,003049,0,0,0,1,23
n,003050,0,0,0,1,0
n,003051,0,0,0,1,0
n,003052,0,0,0,1,11
n,003053,0,0,0,1,10
n,003054,0,0,0,1,0
n,003055,0,0,0,1,11
n,003056,0,0,0,1,2
n,003057,0,0,0,1,2
n,003058,0,0,0,1,0
n,003059,0,0,0,1,2
n,003060,1,0,0,1,4
n,003061,0,0,0,1,0
n,003062,0,0,0,1,0
n,003063,0,0,0,1,0
n,003064,0,0,0,1,3
n,003065,0,0,0,1,0
n,003066,0,0,0,1,17
n,003067,0,0,0,1,7
n,003068,0,0,0,1,0
n,003069,0,0,0,1,2
n,003070,0,0,0,1,40
n,003071,0,0,0,1,4
n,003072,0,0,0,1,0
n,003073,0,0,0,1,3
n,003074,0,0,0,1,0
n,003075,0,0,0,1,0
n,003076,0,0,0,1,0
n,003077,0,0,0,1,6
n,003078,0,0,0,1,3
n,003079,0,0,0,1,0
n,003080,0,0,0,1,14
n,003081,0,0,0,1,0
n,003082,0,0,0,1,25
n,003083,0,0,0,1,0
n,003084,0,0,0,1,0
n,003085,1,0,0,1,6
n,003086,0,0,0,1,8
n,003087,0,1,0,1,0
n,003088,0,0,0,1,1
n,003089,0,0,0,1,0
n,003090,0,0,0,1,1
n,003091,0,0,0,1,1
n,003092,0,0,0,1,1
n,003093,0,0,0,1,0
n,003094,0,0,0,1,17
n,003095,0,0,0,1,29
n,003096,0,0,0,1,18
n,003097,0,0,0,1,0
n,003098,0,0,0,1,0
n,003099,0,0,0,1,1
n,003100,0,0,0,1,0
n,003101,0,0,0,1,0
n,003102,0,0,0,1,10
n,003103,0,0,0,1,0
n,003104,0,0,0,1,1
n,003105,0,0,0,1,0
n,003106,0,0,0,1,0
n,003107,0,0,0,1,0
n,003108,0,0,0,1,0
n,003109,0,0,0,1,1
n,003110,0,0,0,1,3
n,003111,0,0,0,1,5
n,003112,0,0,0,1,0
n,003113,0,0,0,1,0
n,003114,0,0,0,1,0
n,003115,0,0,0,1,0
n,003116,0,0,0,1,0
n,003117,0,0,0,1,0
n,003118,0,0,0,1,7
n,003119,0,0,0,1,4
n,003120,0,0,0,1,8
n,003121,0,0,0,1,0
n,003122,0,0,0,1,5
n,003123,0,0,0,1,21
n,003124,0,0,0,1,0
n,003125,0,0,1,1,0
n,003126,0,0,0,1,12
n,003127,0,0,0,1,4
n,003128,0,0,0,1,0
n,003129,0,0,0,1,3
n,003130,0,0,0,1,6
n,003131,0,0,0,1,1
n,003132,0,0,0,1,3
n,003133,0,0,0,1,0
n,003134,0,0,0,1,0
n,003135,0,0,0,1,0
n,003136,0,0,0,1,0
n,003137,0,0,0,1,0
n,003138,0,0,0,1,6
n,003139,1,0,0,1,0
n,003140,0,0,0,1,0
n,003141,0,0,0,1,0
n,003142,0,0,0,1,32
n,003143,0,0,0,1,0
n,003144,0,0,0,1,0
n,003145,0,0,0,1,16
n,003146,0,0,0,1,2
n,003147,0,0,0,1,0
n,003148,0,0,0,1,4
n,003149,0,0,0,1,3
n,003150,0,0,0,1,0
n,003151,0,0,0,1,2
n,003152,0,0,0,1,0
n,003153,0,0,0,1,0
n,003154,0,0,0,1,0
n,003155,0,0,0,1,0
n,003156,0,0,0,1,11
n,003157,0,0,0,1,1
n,003158,0,0,0,1,0
n,003159,0,0,0,1,1
n,003160,0,0,0,1,0
n,003161,0,0,0,1,0
n,003162,0,0,0,1,1
n,003163,0,0,0,1,1
n,003164,0,0,0,1,0
n,003165,0,0,0,1,8
n,003166,0,0,0,1,0
n,003167,0,0,0,1,1
n,003168,0,0,0,1,0
n,003169,0,0,0,1,0
n,003170,0,0,0,1,0
n,003171,0,0,0,1,0
n,003172,0,0,0,1,2
n,003173,0,0,0,1,0
n,003174,0,0,0,1,0
n,003175,0,0,0,1,0
n,003176,0,0,0,1,0
n,003177,0,0,0,1,0
n,003178,0,0,0,1,0
n,003179,0,0,0,1,0
n,003180,0,0,0,1,0
n,003181,0,0,0,1,0
n,003182,0,0,0,1,0
n,003183,0,0,0,1,9
n,003184,0,0,0,1,9
n,003185,0,0,0,1,17
n,003186,0,0,0,1,1
n,003187,0,0,0,1,0
n,003188,0,0,0,1,21
p,003189,0,0,0,1,0
n,003190,0,0,0,1,51
n,003191,0,0,0,1,0
n,003192,0,0,0,1,23
n,003193,0,0,0,1,1
n,003194,0,0,0,1,5
n,003195,0,0,0,1,0
n,003196,0,0,0,1,0
n,003197,0,0,0,1,0
n,003198,0,0,0,1,0
n,003199,0,0,0,1,3
n,003200,0,0,0,1,0
n,003201,0,0,0,1,6
n,003202,0,0,0,1,0
n,003203,0,0,0,1,2
n,003204,0,0,0,1,1
n,003205,0,0,0,1,0
n,003206,0,0,0,1,0
n,003207,1,0,0,1,0
n,003208,0,0,0,1,0
n,003209,0,0,0,1,0
n,003210,0,0,0,1,2
n,003211,0,0,0,1,1
n,003212,0,0,0,1,1
n,003213,0,0,0,1,0
n,003214,0,0,0,1,2
n,003215,0,0,0,1,0
n,003216,0,0,0,1,0
n,003217,0,0,0,1,0
n,003218,1,0,0,1,0
n,003219,0,0,0,1,1
n,003220,0,0,0,1,12
n,003221,0,0,0,1,1
n,003222,0,0,0,1,7
n,003223,0,0,0,1,2
n,003224,0,0,0,1,0
n,003225,0,0,0,1,0
n,003226,0,0,0,1,0
n,003227,0,0,0,1,0
n,003228,0,0,0,1,0
n,003229,0,0,0,1,0
n,003230,0,0,0,1,4
n,003231,0,0,0,1,0
n,003232,0,0,0,1,0
n,003233,0,0,0,1,0
n,003234,0,0,0,1,2
n,003235,0,0,0,1,0
n,003236,0,0,0,1,0
n,003237,0,0,0,1,0
n,003238,0,0,0,1,3
n,003239,0,0,0,1,0
n,003240,0,0,0,1,0
n,003241,0,0,0,1,6
n,003242,0,0,0,1,0
n,003243,0,0,0,1,0
n,003244,0,0,0,1,0
n,003245,0,0,0,1,10
n,003246,0,0,0,1,0
n,003247,0,0,0,1,0
n,003248,0,0,0,1,0
n,003249,0,0,0,1,0
n,003250,0,0,0,1,1
n,003251,0,0,0,1,0
n,003252,0,0,0,1,0
n,003253,0,0,0,1,6
n,003254,0,0,0,1,19
n,003255,0,0,0,1,3
n,003256,0,0,0,1,0
n,003257,0,0,0,1,0
n,003258,0,0,0,1,4
n,003259,0,0,0,1,0
n,003260,0,0,0,1,0
n,003261,0,0,0,1,0
n,003262,0,0,0,1,0
n,003263,0,0,0,1,0
n,003264,0,0,0,1,0
n,003265,0,0,0,1,0
n,003266,0,0,0,1,0
n,003267,0,0,0,1,3
n,003268,0,0,0,1,0
n,003269,0,0,0,1,0
n,003270,0,0,0,1,20
n,003271,0,0,0,1,0
n,003272,0,0,0,1,20
n,003273,0,0,0,1,0
n,003274,0,0,0,1,1
n,003275,0,0,0,1,4
n,003276,0,0,0,1,0
n,003277,0,0,0,1,18
n,003278,0,0,0,1,0
n,003279,0,0,0,1,3
n,003280,0,0,0,1,2
n,003281,0,0,0,1,0
n,003282,0,0,0,1,1
n,003283,0,0,0,1,1
n,003284,0,0,0,1,0
n,003285,0,0,0,1,0
n,003286,0,0,0,1,0
n,003287,0,0,0,1,0
n,003288,0,1,0,1,18
n,003289,0,0,0,1,0
n,003290,0,0,0,1,0
n,003291,0,0,0,1,0
n,003292,0,0,0,1,0
n,003293,0,0,0,1,0
n,003294,0,0,0,1,0
n,003295,0,0,0,1,0
n,003296,0,0,0,1,0
n,003297,0,0,0,1,1
d,003298,1,0,0,1,0
n,003299,0,0,0,1,0
n,003300,0,0,0,1,0
n,003301,0,0,0,1,0
n,003302,0,0,0,1,0
n,003303,0,0,0,1,0
n,003304,0,0,0,1,0
n,003305,0,0,0,1,0
n,003306,0,0,0,1,0
n,003307,0,0,0,1,8
n,003308,0,0,0,1,10
n,003309,0,0,0,1,2
n,003310,0,0,0,1,1
n,003311,0,0,0,1,0
n,003312,0,0,0,1,0
n,003313,0,0,0,1,0
n,003314,0,0,0,1,5
n,003315,0,0,0,1,0
n,003316,0,0,0,1,1
n,003317,0,0,0,1,4
n,003318,0,0,0,1,5
n,003319,0,0,0,1,16
n,003320,0,0,0,1,0
n,003321,0,0,0,1,0
n,003322,2,0,0,1,0
n,003323,0,0,0,1,1
n,003324,0,0,0,1,7
n,003325,0,0,0,1,1
n,003326,0,0,0,1,7
n,003327,0,0,0,1,1
n,003328,0,0,0,1,1
n,003329,0,0,0,1,0
n,003330,0,0,0,1,4
n,003331,0,0,0,1,0
n,003332,0,0,0,1,0
n,003333,0,0,0,1,0
n,003334,0,0,0,1,0
n,003335,0,0,0,1,0
n,003336,0,0,0,1,8
n,003337,0,0,0,1,0
n,003338,0,0,0,1,7
n,003339,0,0,0,1,0
n,003340,0,0,0,1,0
n,003341,0,0,0,1,6
n,003342,0,0,0,1,4
n,003343,0,0,0,1,1
n,003344,0,0,0,1,9
n,003345,0,0,0,1,2
n,003346,0,0,0,1,0
n,003347,0,0,0,1,0
n,003348,0,0,0,1,0
n,003349,0,0,0,1,1
n,003350,0,0,0,1,0
n,003351,0,0,0,1,1
n,003352,0,0,0,1,0
n,003353,0,0,0,1,2
n,003354,0,0,0,1,0
n,003355,1,0,0,1,0
n,003356,0,0,0,1,13
n,003357,0,0,0,1,17
n,003358,0,0,0,1,0
n,003359,0,0,0,1,31
n,003360,0,0,0,1,4
n,003361,0,0,0,1,0
n,003362,0,0,0,1,0
n,003363,0,0,0,1,0
n,003364,0,0,0,1,0
n,003365,0,0,0,1,0
n,003366,0,0,0,1,0
n,003367,0,0,0,1,0
n,003368,0,0,0,1,0
n,003369,0,0,0,1,0
n,003370,0,0,0,1,0
n,003371,0,0,0,1,2
n,003372,0,0,0,1,0
n,003373,0,0,0,1,0
n,003374,0,0,0,1,0
n,003375,0,0,0,1,0
n,003376,0,0,0,1,9
n,003377,0,0,0,1,0
n,003378,0,0,0,1,2
n,003379,0,0,0,1,0
n,003380,0,0,0,1,0
n,003381,0,0,0,1,0
n,003382,0,0,0,1,0
n,003383,0,0,0,1,5
n,003384,0,0,0,1,0
n,003385,1,0,0,1,0
n,003386,0,0,0,1,2
n,003387,0,0,0,1,0
n,003388,0,0,0,1,1
n,003389,0,0,0,1,2
n,003390,0,0,0,1,1
n,003391,0,0,0,1,0
n,003392,0,0,0,1,1
n,003393,0,0,0,1,0
n,003394,3,0,0,1,0
n,003395,0,0,0,1,0
n,003396,0,0,0,1,0
n,003397,0,0,0,1,0
n,003398,0,0,0,1,1
n,003399,0,0,0,1,11
n,003400,0,0,0,1,0
n,003401,0,0,0,1,2
n,003402,0,0,0,1,1
n,003403,0,0,1,1,0
n,003404,0,0,0,1,2
n,003405,0,0,0,1,0
n,003406,1,0,0,1,12
n,003407,0,0,0,1,49
n,003408,0,0,0,1,1
n,003409,0,0,0,1,0
n,003410,0,0,0,1,0
n,003411,0,0,0,1,0
n,003412,0,0,0,1,0
n,003413,0,0,0,1,0
n,003414,0,0,0,1,17
n,003415,0,0,0,1,283
n,003416,0,0,0,1,0
n,003417,0,0,0,1,0
n,003418,0,0,0,1,17
n,003419,0,0,0,1,0
n,003420,0,0,0,1,21
n,003421,0,0,0,1,5
n,003422,0,0,0,1,8
n,003423,0,0,0,1,0
n,003424,0,0,0,1,0
n,003425,0,0,0,1,7
n,003426,0,0,0,1,1
n,003427,0,0,0,1,0
n,003428,0,0,1,1,0
n,003429,0,0,0,1,0
n,003430,0,0,0,1,0
n,003431,0,0,0,1,2
n,003432,0,0,0,1,3
n,003433,0,0,0,1,0
n,003434,0,0,0,1,21
n,003435,1,0,0,1,0
n,003436,0,0,0,1,1
n,003437,1,0,0,1,0
n,003438,0,0,0,1,0
n,003439,0,0,0,1,28
n,003440,0,0,0,1,0
n,003441,0,0,0,1,0
n,003442,0,0,0,1,0
n,003443,0,0,0,1,5
n,003444,0,0,0,1,0
n,003445,0,0,0,1,2
n,003446,0,0,0,1,2
n,003447,0,0,0,1,5
n,003448,0,0,0,1,0
n,003449,0,0,0,1,0
n,003450,0,0,0,1,0
n,003451,0,0,0,1,1
n,003452,0,0,0,1,10
n,003453,1,0,0,1,2
n,003454,0,0,0,1,1
n,003455,0,0,0,1,0
n,003456,0,0,0,1,3
n,003457,0,0,0,1,0
n,003458,0,0,0,1,6
n,003459,0,0,0,1,0
n,003460,0,0,0,1,0
n,003461,0,0,0,1,1
n,003462,0,0,0,1,0
n,003463,0,0,0,1,8
n,003464,0,0,0,1,1
n,003465,0,0,0,1,0
n,003466,0,0,0,1,6
n,003467,0,0,0,1,0
n,003468,0,0,0,1,0
n,003469,0,0,0,1,1
n,003470,0,0,0,1,0
n,003471,0,0,0,1,0
n,003472,0,0,0,1,0
n,003473,0,0,0,1,0
n,003474,0,0,0,1,1
n,003475,0,0,0,1,0
n,003476,0,0,0,1,0
n,003477,0,0,0,1,5
n,003478,0,0,0,1,2
n,003479,0,0,0,1,5
p,003480,0,0,0,1,0
n,003481,0,0,0,1,0
n,003482,0,0,0,1,0
n,003483,0,0,0,1,0
n,003484,1,0,0,1,0
n,003485,0,0,0,1,0
n,003486,0,0,0,1,0
n,003487,0,0,0,1,0
n,003488,0,0,0,1,5
n,003489,3,0,0,1,1
n,003490,0,0,0,1,38
n,003491,0,0,0,1,0
n,003492,0,0,0,1,3
n,003493,1,0,0,1,3
n,003494,0,0,0,1,0
n,003495,0,0,0,1,0
n,003496,0,0,0,1,16
n,003497,0,0,0,1,10
n,003498,0,0,0,1,0
n,003499,0,0,0,1,1
n,003500,0,0,0,1,0
n,003501,0,0,0,1,0
n,003502,0,0,0,1,6
n,003503,0,0,0,1,0
n,003504,0,0,0,1,0
n,003505,0,0,0,1,1
n,003506,0,0,0,1,1
n,003507,0,0,0,1,0
n,003508,0,0,0,1,1
n,003509,0,0,0,1,0
n,003510,0,0,0,1,9
n,003511,0,0,0,1,3
n,003512,0,0,0,1,0
n,003513,0,0,0,1,9
n,003514,0,0,0,1,0
d,003515,2,0,0,1,10
n,003516,0,0,0,1,0
n,003517,0,0,0,1,0
